distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-4,2,KNN,DeepONMF_H2,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
13-4,2,KNN,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-4,2,KNN,DeepONMF_H2,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
13-4,2,KNN,DeepONMF_H2,4,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
13-4,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
13-4,2,KNN,DeepONMF_W,1,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
13-4,2,KNN,DeepONMF_W,2,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
13-4,2,KNN,DeepONMF_W,3,146,33,7,14,0.895,0.9125,0.825,0.954248366013072,0.8687499999999999
13-4,2,KNN,DeepONMF_W,4,150,32,8,10,0.91,0.9375,0.8,0.9493670886075949,0.86875
13-4,2,KNN,DeepONMF_W,5,152,31,9,8,0.915,0.95,0.775,0.9440993788819876,0.8625
13-4,2,SVM,DeepONMF_H2,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
13-4,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
13-4,2,SVM,DeepONMF_H2,3,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
13-4,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
13-4,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-4,2,SVM,DeepONMF_W,1,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
13-4,2,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
13-4,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
13-4,2,SVM,DeepONMF_W,4,150,38,2,10,0.94,0.9375,0.95,0.9868421052631579,0.94375
13-4,2,SVM,DeepONMF_W,5,150,36,4,10,0.93,0.9375,0.9,0.974025974025974,0.91875
13-4,2,UjaNet,DeepONMF_H2,1,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
13-4,2,UjaNet,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
13-4,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
13-4,2,UjaNet,DeepONMF_H2,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-4,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-4,2,UjaNet,DeepONMF_W,1,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
13-4,2,UjaNet,DeepONMF_W,2,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
13-4,2,UjaNet,DeepONMF_W,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
13-4,2,UjaNet,DeepONMF_W,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
13-4,2,UjaNet,DeepONMF_W,5,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
