,N,AS,MR,MS,MVP
N,93.5,0.0,0.0,2.0,4.5
AS,0.0,96.5,2.5,0.0,1.0
MR,4.0,5.5,89.0,1.0,0.5
MS,0.0,0.0,3.5000000000000004,93.5,3.0
MVP,3.0,4.0,9.0,4.5,79.5
