indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,24-4,2,0.18769408580175453,4x212,0.03518239999539219,24,0.035883308059791466,0.37535223684618685,4,0.47076626385168685,0.21770443657652946
1,24-4,2,0.1670565112919335,4x212,0.038740500021958724,24,0.041932702434606055,0.4088957283171867,4,0.5539506588400962,0.28501180619967487
2,24-4,2,0.16083750934133187,4x212,0.04283479999867268,24,0.040550107984753454,0.39980328173733887,4,0.4856642987449759,0.2154753423274696
3,24-4,2,0.1441426335598346,4x212,0.03244459998677485,24,0.03560366848639102,0.39650630307294676,4,0.5342243064665233,0.30320654880712367
4,24-4,2,0.16669947191103743,4x212,0.03231330000562593,24,0.03727050880370654,0.39457076849038863,4,0.5373133059640522,0.2543814742117211
5,24-4,2,0.17593113433213453,4x212,0.037962499976856634,24,0.03565576386196072,0.38195804295186336,4,0.5706533473844024,0.23117856736997877
6,24-4,2,0.13795686223762182,4x212,0.04367920002550818,24,0.04445920196674051,0.404944508543012,4,0.5305646098762045,0.24705100124087934
7,24-4,2,0.16364288697990242,4x212,0.03722399999969639,24,0.03886051830073544,0.40818139723889146,4,0.5101611912501542,0.25204889308348194
8,24-4,2,0.1553344477522228,4x212,0.027530199993634596,24,0.03929279349490743,0.42498153451509846,4,0.5100120088574835,0.28319868585472985
9,24-4,2,0.17363145990363765,4x212,0.03714219998801127,24,0.038219245991076935,0.3952077516462821,4,0.48573074947378225,0.29226677394325445
10,24-4,2,0.17132214778887975,4x212,0.04064600000856444,24,0.04465141890148313,0.3970285229710695,4,0.5035364560998784,0.2858501780767405
11,24-4,2,0.1612972120924446,4x212,0.028418300003977492,24,0.03562559719709362,0.39656169717866874,4,0.5324088908363609,0.27109141275996385
12,24-4,2,0.18437374306956514,4x212,0.036371100024553016,24,0.03474493419548532,0.3757528492989417,4,0.47353400657851297,0.27880179053866877
13,24-4,2,0.16465331788167037,4x212,0.030163399991579354,24,0.034582733026714364,0.41814077688987783,4,0.5023057780812646,0.2889491988347942
14,24-4,2,0.1598749896886443,4x212,0.0367234000004828,24,0.04478293393418275,0.39997824772799717,4,0.5701844547729865,0.2642817959998107
15,24-4,2,0.1665099041891395,4x212,0.035070099984295666,24,0.04251573422929775,0.3900112537807134,4,0.4580059594025644,0.23877604112574344
16,24-4,2,0.17820482784054528,4x212,0.0377662000246346,24,0.03483365107915053,0.4080356031218648,4,0.536970987094093,0.3254591303144895
17,24-4,2,0.17301090027002378,4x212,0.03409920001286082,24,0.03654628626552288,0.37208967867216125,4,0.5747204584465033,0.23265287934517334
18,24-4,2,0.1614233933364476,4x212,0.03914989999611862,24,0.034332636939019806,0.4119609589053074,4,0.48250729673373677,0.26595157963923477
19,24-4,2,0.18098768865264972,4x212,0.033006500016199425,24,0.0392800529665368,0.3912598730819534,4,0.5657875969689414,0.28810350418451747
20,24-4,2,0.1502369181085482,4x212,0.032151499995961785,24,0.03955097542713782,0.39149291942149617,4,0.5896981229961308,0.27503053147188616
21,24-4,2,0.16545280827686132,4x212,0.034941599995363504,24,0.0384655554776202,0.4066290699122238,4,0.540480706178867,0.22543327451054315
22,24-4,2,0.17466885293429624,4x212,0.052787300024647266,24,0.04040493493646003,0.3706177667993007,4,0.5742134402691351,0.24715198456553214
23,24-4,2,0.16308888496851648,4x212,0.04649159999098629,24,0.03187925062995476,0.36745484554159985,4,0.5386879685441583,0.2658431328324553
24,24-4,2,0.20585308421570203,4x212,0.04718940000748262,24,0.04095578413431033,0.3947705381196077,4,0.5422163605562669,0.32286874986678255
25,24-4,2,0.2155519600022471,4x212,0.046280100010335445,24,0.04648303727181892,0.3892686076997922,4,0.5010720297642431,0.36868870402681964
26,24-4,2,0.16043453479272468,4x212,0.044780900003388524,24,0.03908109146669013,0.4228548175126531,4,0.5204869498920179,0.2675716398158664
27,24-4,2,0.1661583043155559,4x212,0.037750299990875646,24,0.03442475427602649,0.3696064194189176,4,0.557087791216709,0.2787660365700029
28,24-4,2,0.18396511821523365,4x212,0.040138699987437576,24,0.044072354649779114,0.40470388776400645,4,0.5242514450129956,0.285876419325763
29,24-4,2,0.17838677452212853,4x212,0.04702289999113418,24,0.03879406608304185,0.3796169245810017,4,0.6052818112576351,0.28076503904393263
30,24-4,2,0.17745136420255841,4x212,0.03257030001259409,24,0.04003316927724084,0.40232164230480544,4,0.5125590075680977,0.285234443152243
31,24-4,2,0.17294669729616893,4x212,0.0464841999928467,24,0.04128313513736253,0.37847454971789724,4,0.5490513213296093,0.23242274352900905
32,24-4,2,0.1680698631551517,4x212,0.037519200006499887,24,0.03778992178071733,0.3986344801392289,4,0.5666011166890951,0.3091718640768251
33,24-4,2,0.17927947213266357,4x212,0.038628999987849966,24,0.0354280240120839,0.3907237668098044,4,0.48193341014741947,0.2738095517393484
34,24-4,2,0.17536841174609186,4x212,0.04761529999086633,24,0.040891730051827224,0.38611843582609034,4,0.5393740185160669,0.2917708858188784
35,24-4,2,0.1878276440692317,4x212,0.032519000000320375,24,0.03999601505987949,0.36356616464031677,4,0.5162010778404694,0.22181381870953668
36,24-4,2,0.12899606549112508,4x212,0.04582130000926554,24,0.022247376454685365,0.44393538224769014,4,0.46814337704016273,0.19513350055886403
37,24-4,2,0.16524312121573287,4x212,0.02604929998051375,24,0.02549957480536382,0.38602923638476305,4,0.45517655000891116,0.2889774696389232
38,24-4,2,0.1660830582562464,4x212,0.037227699998766184,24,0.024012528284416874,0.42343719685103126,4,0.37164802709781997,0.17955048643090657
39,24-4,2,0.16520241007745706,4x212,0.033479000005172566,24,0.026714487665010687,0.35030069052952567,4,0.5620291622338739,0.2830712039508756
40,24-4,2,0.15409432801405365,4x212,0.035682099987752736,24,0.030127912931012316,0.43913106279051056,4,0.4767164198722032,0.2920171745699819
41,24-4,2,0.1359530089483044,4x212,0.04147110000485554,24,0.03236269222526689,0.4606438052610911,4,0.47267480857192024,0.32320784121835183
42,24-4,2,0.16819061612863498,4x212,0.0436078000057023,24,0.02773147936258549,0.4348080841019335,4,0.4413562024584422,0.32738425530852394
43,24-4,2,0.13682700633940956,4x212,0.029891700018197298,24,0.03059396342584847,0.45687023660789805,4,0.48594120691286713,0.3233040589518952
