distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-8-4,3,KNN,DeepONMF_H3,1,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
12-8-4,3,KNN,DeepONMF_H3,2,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
12-8-4,3,KNN,DeepONMF_H3,3,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
12-8-4,3,KNN,DeepONMF_H3,4,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
12-8-4,3,KNN,DeepONMF_H3,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
12-8-4,3,KNN,DeepONMF_W,1,150,33,7,10,0.915,0.9375,0.825,0.9554140127388535,0.88125
12-8-4,3,KNN,DeepONMF_W,2,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
12-8-4,3,KNN,DeepONMF_W,3,145,35,5,15,0.9,0.90625,0.875,0.9666666666666667,0.890625
12-8-4,3,KNN,DeepONMF_W,4,146,32,8,14,0.89,0.9125,0.8,0.948051948051948,0.85625
12-8-4,3,KNN,DeepONMF_W,5,147,34,6,13,0.905,0.91875,0.85,0.9607843137254902,0.8843749999999999
12-8-4,3,SVM,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-8-4,3,SVM,DeepONMF_H3,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
12-8-4,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
12-8-4,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-8-4,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-8-4,3,SVM,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
12-8-4,3,SVM,DeepONMF_W,2,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
12-8-4,3,SVM,DeepONMF_W,3,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
12-8-4,3,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
12-8-4,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
12-8-4,3,UjaNet,DeepONMF_H3,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
12-8-4,3,UjaNet,DeepONMF_H3,2,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
12-8-4,3,UjaNet,DeepONMF_H3,3,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-8-4,3,UjaNet,DeepONMF_H3,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-8-4,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-8-4,3,UjaNet,DeepONMF_W,1,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
12-8-4,3,UjaNet,DeepONMF_W,2,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
12-8-4,3,UjaNet,DeepONMF_W,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
12-8-4,3,UjaNet,DeepONMF_W,4,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
12-8-4,3,UjaNet,DeepONMF_W,5,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
