clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,40,160,0,0,1.0,1.0,1.0,1.0,1.0,40
AS,39,159,1,1,0.99,0.975,0.99375,0.975,0.984375,40
MR,37,156,4,3,0.965,0.925,0.975,0.9024390243902439,0.95,40
MS,37,159,1,3,0.98,0.925,0.99375,0.9736842105263158,0.9593750000000001,40
MVP,39,158,2,1,0.985,0.975,0.9875,0.9512195121951219,0.98125,40
PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9604685494223364,0.975,200
