distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-5,2,KNN,DeepONMF_H2,1,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
11-5,2,KNN,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-5,2,KNN,DeepONMF_H2,3,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
11-5,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-5,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
11-5,2,KNN,DeepONMF_W,1,150,29,11,10,0.895,0.9375,0.725,0.9316770186335404,0.83125
11-5,2,KNN,DeepONMF_W,2,148,33,7,12,0.905,0.925,0.825,0.9548387096774194,0.875
11-5,2,KNN,DeepONMF_W,3,148,33,7,12,0.905,0.925,0.825,0.9548387096774194,0.875
11-5,2,KNN,DeepONMF_W,4,147,28,12,13,0.875,0.91875,0.7,0.9245283018867925,0.809375
11-5,2,KNN,DeepONMF_W,5,150,29,11,10,0.895,0.9375,0.725,0.9316770186335404,0.83125
11-5,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-5,2,SVM,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
11-5,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
11-5,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
11-5,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-5,2,SVM,DeepONMF_W,1,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
11-5,2,SVM,DeepONMF_W,2,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
11-5,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
11-5,2,SVM,DeepONMF_W,4,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
11-5,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
11-5,2,UjaNet,DeepONMF_H2,1,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
11-5,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-5,2,UjaNet,DeepONMF_H2,3,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-5,2,UjaNet,DeepONMF_H2,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-5,2,UjaNet,DeepONMF_H2,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-5,2,UjaNet,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
11-5,2,UjaNet,DeepONMF_W,2,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
11-5,2,UjaNet,DeepONMF_W,3,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
11-5,2,UjaNet,DeepONMF_W,4,152,39,1,8,0.955,0.95,0.975,0.9934640522875817,0.9624999999999999
11-5,2,UjaNet,DeepONMF_W,5,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
