comparación,distancia
N-AS,0.09576817537348004
N-MR,0.02993477318796245
N-MS,0.260074080046121
N-MVP,0.245563409745022
AS-MR,0.12570294856144248
AS-MS,0.16430590467264095
AS-MVP,0.14979523437154196
MR-MS,0.29000885323408343
MR-MVP,0.27549818293298445
MS-MVP,0.014510670301098982
