comparación,distancia
N-AS,0.0888035450898651
N-MR,0.5310662321612224
N-MS,0.1304520145600636
N-MVP,0.07572673195038127
AS-MR,0.6198697772510875
AS-MS,0.2192555596499287
AS-MVP,0.013076813139483834
MR-MS,0.4006142176011588
MR-MVP,0.6067929641116037
MS-MVP,0.20617874651044488
