distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
12-11,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,157,757,43,43,0.914,0.7849999999999999,0.9462499999999998,0.8388521064991654,0.865625,200
12-11,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.7350000000000001,0.9337500000000001,0.7738259198213432,0.834375,200
12-11,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.7350000000000001,0.9337499999999999,0.7784407977080391,0.834375,200
12-11,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.755,0.93875,0.7833737185461324,0.846875,200
12-11,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.9337500000000001,0.7950688549330314,0.834375,200
12-11,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,97,697,103,103,0.7939999999999999,0.48500000000000004,0.8712500000000001,0.5135175462835038,0.678125,200
12-11,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,93,693,107,107,0.786,0.46499999999999997,0.86625,0.4676477417856727,0.665625,200
12-11,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,97,697,103,103,0.794,0.485,0.8712500000000001,0.5408276468377904,0.678125,200
12-11,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,93,693,107,107,0.7859999999999999,0.46499999999999997,0.86625,0.4841935841935842,0.665625,200
12-11,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,88,688,112,112,0.776,0.44000000000000006,0.86,0.4700001095614256,0.6500000000000001,200
12-11,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.9700000000000001,0.8809345811903355,0.925,200
12-11,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9650000000000001,0.8645238095238096,0.9125,200
12-11,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9674999999999999,0.8712012012012013,0.91875,200
12-11,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8808851674641149,0.925,200
12-11,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.8928568380513461,0.93125,200
12-11,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.6799999999999999,0.9199999999999999,0.6833466792704519,0.8,200
12-11,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.91375,0.6465455543252011,0.784375,200
12-11,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6432226258630199,0.78125,200
12-11,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.662881562881563,0.7968749999999999,200
12-11,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,129,729,71,71,0.858,0.645,0.9112500000000001,0.6298422375864237,0.778125,200
12-11,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9605918877870098,0.975,200
12-11,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737499999999999,0.8968762604414214,0.9343749999999998,200
12-11,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9074571042992096,0.940625,200
12-11,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.97625,0.9074698874698874,0.940625,200
12-11,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.9450000000000001,0.9862500000000001,0.9456637136932388,0.965625,200
12-11,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8545686833491711,0.90625,200
12-11,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8765554262113395,0.921875,200
12-11,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.82,0.9549999999999998,0.8201941911516378,0.8875,200
12-11,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9649999999999999,0.8649038461538462,0.9125,200
12-11,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8336422136422137,0.890625,200
