distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
15-11-7,3,KNN,DeepONMF_H3,1,158,33,7,2,0.955,0.9875,0.825,0.9575757575757575,0.90625
15-11-7,3,KNN,DeepONMF_H3,2,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
15-11-7,3,KNN,DeepONMF_H3,3,156,28,12,4,0.92,0.975,0.7,0.9285714285714286,0.8374999999999999
15-11-7,3,KNN,DeepONMF_H3,4,153,35,5,7,0.94,0.95625,0.875,0.9683544303797469,0.915625
15-11-7,3,KNN,DeepONMF_H3,5,159,32,8,1,0.955,0.99375,0.8,0.9520958083832335,0.8968750000000001
15-11-7,3,KNN,DeepONMF_W,1,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
15-11-7,3,KNN,DeepONMF_W,2,140,34,6,20,0.87,0.875,0.85,0.958904109589041,0.8625
15-11-7,3,KNN,DeepONMF_W,3,139,32,8,21,0.855,0.86875,0.8,0.9455782312925171,0.8343750000000001
15-11-7,3,KNN,DeepONMF_W,4,138,37,3,22,0.875,0.8625,0.925,0.9787234042553191,0.89375
15-11-7,3,KNN,DeepONMF_W,5,141,35,5,19,0.88,0.88125,0.875,0.9657534246575342,0.878125
15-11-7,3,SVM,DeepONMF_H3,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
15-11-7,3,SVM,DeepONMF_H3,2,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
15-11-7,3,SVM,DeepONMF_H3,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
15-11-7,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
15-11-7,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
15-11-7,3,SVM,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
15-11-7,3,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
15-11-7,3,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
15-11-7,3,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
15-11-7,3,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
15-11-7,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
15-11-7,3,UjaNet,DeepONMF_H3,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
15-11-7,3,UjaNet,DeepONMF_H3,3,160,40,0,0,1.0,1.0,1.0,1.0,1.0
15-11-7,3,UjaNet,DeepONMF_H3,4,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
15-11-7,3,UjaNet,DeepONMF_H3,5,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
15-11-7,3,UjaNet,DeepONMF_W,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
15-11-7,3,UjaNet,DeepONMF_W,2,152,37,3,8,0.945,0.95,0.925,0.9806451612903225,0.9375
15-11-7,3,UjaNet,DeepONMF_W,3,153,36,4,7,0.945,0.95625,0.9,0.9745222929936306,0.9281250000000001
15-11-7,3,UjaNet,DeepONMF_W,4,155,40,0,5,0.975,0.96875,1.0,1.0,0.984375
15-11-7,3,UjaNet,DeepONMF_W,5,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
