comparación,distancia
N-AS,0.18396484808688984
N-MR,0.06383363474104131
N-MS,0.683343896845884
N-MVP,0.505676748126893
AS-MR,0.12013121334584853
AS-MS,0.8673087449327739
AS-MVP,0.6896415962137828
MR-MS,0.7471775315869253
MR-MVP,0.5695103828679343
MS-MVP,0.17766714871899097
