comparación,distancia
N-AS,0.31721604990509844
N-MR,0.41865187261464765
N-MS,0.10081461349020904
N-MVP,0.037533933272206
AS-MR,0.7358679225197461
AS-MS,0.2164014364148894
AS-MVP,0.27968211663289244
MR-MS,0.5194664861048567
MR-MVP,0.45618580588685365
MS-MVP,0.06328068021800304
