distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
17-9,2,KNN,DeepONMF_H2,1,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
17-9,2,KNN,DeepONMF_H2,2,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
17-9,2,KNN,DeepONMF_H2,3,155,32,8,5,0.935,0.96875,0.8,0.950920245398773,0.884375
17-9,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
17-9,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
17-9,2,KNN,DeepONMF_W,1,139,31,9,21,0.85,0.86875,0.775,0.9391891891891891,0.821875
17-9,2,KNN,DeepONMF_W,2,144,29,11,16,0.865,0.9,0.725,0.9290322580645162,0.8125
17-9,2,KNN,DeepONMF_W,3,144,29,11,16,0.865,0.9,0.725,0.9290322580645162,0.8125
17-9,2,KNN,DeepONMF_W,4,146,27,13,14,0.865,0.9125,0.675,0.9182389937106918,0.79375
17-9,2,KNN,DeepONMF_W,5,146,28,12,14,0.87,0.9125,0.7,0.9240506329113924,0.8062499999999999
17-9,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
17-9,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
17-9,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
17-9,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
17-9,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
17-9,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
17-9,2,SVM,DeepONMF_W,2,143,36,4,17,0.895,0.89375,0.9,0.9727891156462585,0.8968750000000001
17-9,2,SVM,DeepONMF_W,3,150,36,4,10,0.93,0.9375,0.9,0.974025974025974,0.91875
17-9,2,SVM,DeepONMF_W,4,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
17-9,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
17-9,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
17-9,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
17-9,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
17-9,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
17-9,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
17-9,2,UjaNet,DeepONMF_W,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
17-9,2,UjaNet,DeepONMF_W,2,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
17-9,2,UjaNet,DeepONMF_W,3,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
17-9,2,UjaNet,DeepONMF_W,4,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
17-9,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
