indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos,capa_5_rango,capa_5_error,capa_5_ortogonalidad_h,capa_5_segundos
0,N,New_N_001.wav,20-16-12-8-4,5,0.5238667943029204,126x4,4x212,20,0.0394202946089659,0.3434590120535217,0.015067899999849033,16,0.21944891767733532,0.1702992815176671,0.0046308999953907914,12,0.26484687193126755,0.13293872829549241,0.003852100002404768,8,0.38647453664091097,0.10439402517729894,0.003110400000878144,4,0.5691793847620492,0.1451331743234874,0.002471499996318016
1,N,New_N_002.wav,20-16-12-8-4,5,0.5287878950780608,126x4,4x212,20,0.04388184051280943,0.3718621768072039,0.014394199999514967,16,0.16555235329534046,0.14497441483848514,0.004583400004776195,12,0.3297391079299077,0.10286512381507973,0.003815199997916352,8,0.46580397306048066,0.10795788652476175,0.002966000000014901,4,0.6236728534104825,0.15136556782024088,0.00259580000420101
2,N,New_N_003.wav,20-16-12-8-4,5,0.5581680774448554,126x4,4x212,20,0.03744012538454681,0.39055318454321786,0.013279499995405786,16,0.17100890877551728,0.1503795930147077,0.004716900002676994,12,0.2846050649235904,0.10583147673032976,0.003774599994358141,8,0.45136107848023405,0.11669200360251504,0.0028848000001744367,4,0.5700114532564664,0.13677316299884376,0.0023742000048514456
3,N,New_N_004.wav,20-16-12-8-4,5,0.5623962590219787,126x4,4x212,20,0.042038778330182866,0.35797285063484685,0.01370120000501629,16,0.21965097737395722,0.1312762811990143,0.004571700002998114,12,0.3164539812714663,0.09945722641865183,0.0038167000020621344,8,0.39863262370374464,0.0874427117018978,0.0029425000029732473,4,0.6199450031313002,0.11368791119060208,0.002328700000362005
4,N,New_N_005.wav,20-16-12-8-4,5,0.5470261203145441,126x4,4x212,20,0.04363972922075228,0.3890085726540993,0.012236399998073466,16,0.1762979861695179,0.1555725834118523,0.0042285000017727725,12,0.3054443705452026,0.1321875943334585,0.0033298999987891875,8,0.38539071732996283,0.13474674208029452,0.002811999998812098,4,0.5872193282184794,0.12576192342591375,0.0022247000015340745
5,N,New_N_006.wav,20-16-12-8-4,5,0.5963816587409932,126x4,4x212,20,0.041512895373680275,0.3695341520210253,0.01298750000569271,16,0.19178998791768384,0.1611922266811848,0.004330900002969429,12,0.3459023933016098,0.13481384405338892,0.003543799997714814,8,0.440743663024463,0.13584571323057507,0.0027229000043007545,4,0.5821520281247967,0.18135308145694085,0.002264499999000691
6,N,New_N_007.wav,20-16-12-8-4,5,0.5058972128344146,126x4,4x212,20,0.040042588727074495,0.3787006820269906,0.014168099995004013,16,0.20795390505499992,0.14849301694423683,0.004609000003256369,12,0.316258161276355,0.11187889424068352,0.0034959000040544197,8,0.38961402650147064,0.10366676660984897,0.0026423000017530285,4,0.5634830775189147,0.1362932981333038,0.0021360000027925707
7,N,New_N_008.wav,20-16-12-8-4,5,0.5092977828473156,126x4,4x212,20,0.04299372129141322,0.3715303560669369,0.013172200000553858,16,0.18767515451507935,0.14553395505961,0.003948800003854558,12,0.3334647107723446,0.11362862294505714,0.003210000002582092,8,0.41809606502737284,0.11331997110378841,0.0027791000029537827,4,0.5787032281003129,0.1410368502252759,0.002122900004906114
8,N,New_N_009.wav,20-16-12-8-4,5,0.49057093688795705,126x4,4x212,20,0.04008778739186863,0.40833402329694796,0.01289340000221273,16,0.20502777663332616,0.16599052689416105,0.003938999994716141,12,0.29096906581186716,0.13376744219558098,0.003247100001317449,8,0.3994649136110595,0.12172383010624475,0.0025018000014824793,4,0.5513854377882657,0.1190009070613935,0.002027299997280352
9,N,New_N_010.wav,20-16-12-8-4,5,0.5576186740412403,126x4,4x212,20,0.04051797365051288,0.39452056646189715,0.014039900001080241,16,0.19631394195745672,0.172487096944875,0.003795600001467392,12,0.33968483715821574,0.10721596586512677,0.0036040999984834343,8,0.43267684122076866,0.08829039971681833,0.002588299998024013,4,0.5925507744544066,0.08692070211568499,0.0020656999986385927
