comparación,distancia
N-AS,0.34054292176177586
N-MR,0.3263683389716769
N-MS,0.165698933966117
N-MVP,0.06202459440172137
AS-MR,0.014174582790098977
AS-MS,0.17484398779565885
AS-MVP,0.2785183273600545
MR-MS,0.16066940500555987
MR-MVP,0.2643437445699555
MS-MVP,0.10367433956439565
