,N,AS,MR,MS,MVP
N,98.0,0.0,1.0,0.0,1.0
AS,0.5,96.5,2.5,0.0,0.5
MR,0.0,3.0,94.0,2.0,1.0
MS,0.0,1.5,2.0,93.0,3.5000000000000004
MVP,3.5000000000000004,3.0,1.0,2.0,90.5
