epoca,loss_train,loss_val
1,0.5401991276364577,0.41238394379615784
2,0.34248206117435503,0.22966407239437103
3,0.22526552028169758,0.22268164157867432
4,0.22556672642301573,0.20278306305408478
5,0.21166054620162436,0.21168768405914307
6,0.18219352765989147,0.18920475244522095
7,0.18098119060557924,0.21153390407562256
8,0.1899794242099712,0.1872074455022812
9,0.17327390998405845,0.21254225075244904
10,0.16059613887122587,0.16782332956790924
11,0.1625408644935018,0.22396543622016907
12,0.14976168570942,0.19027702510356903
13,0.1529096473792666,0.19124358892440796
14,0.13007417237876276,0.2046065777540207
15,0.14571921228382148,0.1644611358642578
16,0.12422768433431261,0.2032076120376587
17,0.1329712455013865,0.16171199083328247
18,0.11907922444669039,0.15601032972335815
19,0.10316560978658106,0.16535024344921112
20,0.09882887717532485,0.15672297775745392
21,0.0965464623387609,0.1461092233657837
22,0.09895427385345101,0.1458924412727356
23,0.10497715107263311,0.13735327124595642
24,0.09195213081119091,0.14970733225345612
25,0.08383884865753843,0.19076375663280487
26,0.09625055862737722,0.19025196135044098
27,0.07634542353825007,0.14971338212490082
28,0.07731565875981591,0.1421002596616745
29,0.0643704886989374,0.14721930027008057
30,0.06340574283201836,0.15804848074913025
