clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,147,13,2,0.925,0.95,0.91875,0.7450980392156863,0.934375,40
AS,33,138,22,7,0.855,0.825,0.8625,0.6,0.84375,40
MR,30,152,8,10,0.91,0.75,0.95,0.7894736842105263,0.85,40
MS,19,149,11,21,0.84,0.475,0.93125,0.6333333333333333,0.703125,40
MVP,20,154,6,20,0.87,0.5,0.9625,0.7692307692307693,0.73125,40
PROMEDIO_MACRO,140,740,60,60,0.8799999999999999,0.7,0.925,0.707427165198063,0.8125,200
