distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
9-8-5-3,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8149999999999998,0.9537500000000001,0.842328984717876,0.884375,200
9-8-5-3,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,171,771,29,29,0.9419999999999998,0.8550000000000001,0.9637499999999999,0.8711885603635963,0.9093749999999998,200
9-8-5-3,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9574999999999999,0.8388274528490923,0.89375,200
9-8-5-3,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8484245523719208,0.9,200
9-8-5-3,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575000000000001,0.8661118705855548,0.89375,200
9-8-5-3,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,138,738,62,62,0.876,0.6900000000000002,0.9225000000000001,0.724050261512948,0.80625,200
9-8-5-3,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.6199999999999999,0.905,0.6535741360089187,0.7625,200
9-8-5-3,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,127,727,73,73,0.8540000000000001,0.635,0.9087500000000001,0.6597218853585577,0.7718750000000001,200
9-8-5-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.9037499999999999,0.6198624904507257,0.759375,200
9-8-5-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7481645131170748,0.828125,200
9-8-5-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9171369118170324,0.946875,200
9-8-5-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712499999999998,0.8845412311265971,0.928125,200
9-8-5-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,177,777,23,23,0.9540000000000001,0.885,0.9712500000000001,0.8841492649243474,0.928125,200
9-8-5-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9025167855400413,0.9375,200
9-8-5-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9241385034408289,0.95,200
9-8-5-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,153,753,47,47,0.906,0.765,0.9412499999999999,0.777784665254025,0.853125,200
9-8-5-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.9337500000000001,0.7454371490260691,0.834375,200
9-8-5-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9349999999999999,0.7481050965274536,0.8375,200
9-8-5-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.8899999999999999,0.725,0.93125,0.7249227586069691,0.828125,200
9-8-5-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,153,753,47,47,0.9059999999999999,0.765,0.9412499999999999,0.7693082039911309,0.853125,200
9-8-5-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9620312143996355,0.975,200
9-8-5-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9775,0.9115539042368311,0.94375,200
9-8-5-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.9299999999999999,0.9824999999999999,0.9313465087883692,0.95625,200
9-8-5-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9270242914979757,0.953125,200
9-8-5-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887500000000001,0.9558667619643229,0.971875,200
9-8-5-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9674999999999999,0.8727015327015326,0.91875,200
9-8-5-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.89,0.9724999999999999,0.8959671590194846,0.93125,200
9-8-5-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9574999999999999,0.8412878787878789,0.89375,200
9-8-5-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.9700000000000001,0.8817513480671375,0.925,200
9-8-5-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8893943191311612,0.928125,200
