,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,30,3,7,0
real_MR,0,0,36,4,0
real_MS,0,9,1,29,1
real_MVP,1,8,3,1,27
