distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
9-4,2,KNN,DeepONMF_H2,0.97,0.012747548783982003,0.98125,0.008838834764831858,0.925,0.03952847075210473,0.9812958061416671,0.00982093551600983,0.953125,0.02209708691207958
9-4,2,KNN,DeepONMF_W,0.897,0.013509256086106322,0.9237500000000001,0.014252192813739203,0.79,0.09117291264405236,0.9467862106368734,0.021262123249156124,0.8568749999999999,0.04112670969090523
9-4,2,SVM,DeepONMF_H2,0.97,0.015000000000000013,0.97875,0.011353688827865608,0.9349999999999999,0.033541019662496806,0.9836631276637092,0.008446994876229836,0.9568749999999999,0.02158287081229003
9-4,2,SVM,DeepONMF_W,0.922,0.013038404810405317,0.9175000000000001,0.018957188610128902,0.9400000000000001,0.02236067977499782,0.9839930895095345,0.005744103579141615,0.92875,0.00947859430506441
9-4,2,UjaNet,DeepONMF_H2,0.986,0.005477225575051712,0.9925,0.0052291251658379495,0.96,0.022360679774997883,0.990053864951322,0.005484343703527351,0.97625,0.010959798697968847
9-4,2,UjaNet,DeepONMF_W,0.9629999999999999,0.01396424004376895,0.97625,0.009270248108869575,0.9099999999999999,0.04541475531146238,0.9775367705940077,0.01120209996666966,0.943125,0.025039032030012624
