indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_5db,ONMF,7,1,0.05,False,0.22062396117657862,7x212,126x7,0.025299099972471595
1,SNR_5db,ONMF,7,1,0.05,False,0.2194889266920647,7x212,126x7,0.025708699831739068
2,SNR_5db,ONMF,7,1,0.05,False,0.2191550404617129,7x212,126x7,0.03659870009869337
3,SNR_5db,ONMF,7,1,0.05,False,0.22418291009634905,7x212,126x7,0.031126599991694093
4,SNR_5db,ONMF,7,1,0.05,False,0.2215244097468351,7x212,126x7,0.030596100026741624
5,SNR_5db,ONMF,7,1,0.05,False,0.22469279662103692,7x212,126x7,0.029116399819031358
6,SNR_5db,ONMF,7,1,0.05,False,0.22107236499279717,7x212,126x7,0.028180700028315187
7,SNR_5db,ONMF,7,1,0.05,False,0.22232004283493972,7x212,126x7,0.026458200067281723
8,SNR_5db,ONMF,7,1,0.05,False,0.22302520425905867,7x212,126x7,0.026814599987119436
9,SNR_5db,ONMF,7,1,0.05,False,0.22616091500074728,7x212,126x7,0.027636499842628837
10,SNR_5db,ONMF,7,1,0.05,False,0.2228692974159693,7x212,126x7,0.030489100143313408
11,SNR_5db,ONMF,7,1,0.05,False,0.22473197801756747,7x212,126x7,0.03059350000694394
12,SNR_5db,ONMF,7,1,0.05,False,0.2199923663354755,7x212,126x7,0.02451759995892644
13,SNR_5db,ONMF,7,1,0.05,False,0.22335828650639122,7x212,126x7,0.024599700001999736
14,SNR_5db,ONMF,7,1,0.05,False,0.22531655144174217,7x212,126x7,0.023690399946644902
15,SNR_5db,ONMF,7,1,0.05,False,0.22127951059764286,7x212,126x7,0.025052699958905578
16,SNR_5db,ONMF,7,1,0.05,False,0.22605419206987235,7x212,126x7,0.026288799941539764
17,SNR_5db,ONMF,7,1,0.05,False,0.22572491200287484,7x212,126x7,0.02597010019235313
18,SNR_5db,ONMF,7,1,0.05,False,0.2265747110500939,7x212,126x7,0.025957999983802438
19,SNR_5db,ONMF,7,1,0.05,False,0.22229559324386058,7x212,126x7,0.025483899982646108
20,SNR_5db,ONMF,7,1,0.05,False,0.22120414250174888,7x212,126x7,0.032348599983379245
21,SNR_5db,ONMF,7,1,0.05,False,0.22336660974690956,7x212,126x7,0.03165469993837178
22,SNR_5db,ONMF,7,1,0.05,False,0.21935646140554288,7x212,126x7,0.02838609996251762
23,SNR_5db,ONMF,7,1,0.05,False,0.22069961635402138,7x212,126x7,0.02474300004541874
24,SNR_5db,ONMF,7,1,0.05,False,0.22955728856668084,7x212,126x7,0.030008599860593677
25,SNR_5db,ONMF,7,1,0.05,False,0.2239186861768675,7x212,126x7,0.02436190005391836
26,SNR_5db,ONMF,7,1,0.05,False,0.22146094844066164,7x212,126x7,0.02682909998111427
27,SNR_5db,ONMF,7,1,0.05,False,0.22270448291070666,7x212,126x7,0.024635599926114082
28,SNR_5db,ONMF,7,1,0.05,False,0.22392468726132256,7x212,126x7,0.026596699841320515
29,SNR_5db,ONMF,7,1,0.05,False,0.2246258676198092,7x212,126x7,0.025408899877220392
30,SNR_5db,ONMF,7,1,0.05,False,0.22163584368330178,7x212,126x7,0.029341300018131733
31,SNR_5db,ONMF,7,1,0.05,False,0.22471467267580877,7x212,126x7,0.029307299992069602
32,SNR_5db,ONMF,7,1,0.05,False,0.22205086899570298,7x212,126x7,0.025814899941906333
33,SNR_5db,ONMF,7,1,0.05,False,0.22159822786957367,7x212,126x7,0.02690279996022582
34,SNR_5db,ONMF,7,1,0.05,False,0.2220430389249148,7x212,126x7,0.02638729987666011
35,SNR_5db,ONMF,7,1,0.05,False,0.22117064344502874,7x212,126x7,0.029815200017765164
36,SNR_5db,ONMF,7,1,0.05,False,0.16783583914297487,7x212,126x7,0.02748379996046424
37,SNR_5db,ONMF,7,1,0.05,False,0.22195085802716322,7x212,126x7,0.02510409988462925
38,SNR_5db,ONMF,7,1,0.05,False,0.22362934441194857,7x212,126x7,0.02418419998139143
39,SNR_5db,ONMF,7,1,0.05,False,0.22300877126516364,7x212,126x7,0.024624699959531426
40,SNR_5db,ONMF,7,1,0.05,False,0.2164700133402606,7x212,126x7,0.024594099959358573
41,SNR_5db,ONMF,7,1,0.05,False,0.21871779080193804,7x212,126x7,0.02631029998883605
42,SNR_5db,ONMF,7,1,0.05,False,0.2136898929506307,7x212,126x7,0.026628700084984303
43,SNR_5db,ONMF,7,1,0.05,False,0.21600298531841972,7x212,126x7,0.02738099987618625
44,SNR_5db,ONMF,7,1,0.05,False,0.21458592957646827,7x212,126x7,0.028877999866381288
45,SNR_5db,ONMF,7,1,0.05,False,0.21476066110856545,7x212,126x7,0.025804599979892373
46,SNR_5db,ONMF,7,1,0.05,False,0.21398255335445296,7x212,126x7,0.026352200191468
47,SNR_5db,ONMF,7,1,0.05,False,0.21601710168607374,7x212,126x7,0.030461100162938237
48,SNR_5db,ONMF,7,1,0.05,False,0.21569935325616685,7x212,126x7,0.02702770009636879
