comparación,distancia
N-AS,0.1000891970665313
N-MR,0.02356120202222256
N-MS,0.4549387133260076
N-MVP,0.2783436806118002
AS-MR,0.07652799504430874
AS-MS,0.3548495162594763
AS-MVP,0.1782544835452689
MR-MS,0.43137751130378504
MR-MVP,0.25478247858957764
MS-MVP,0.1765950327142074
