comparación,distancia
N-AS,0.10656707375490604
N-MR,0.8821578799836488
N-MS,0.8719908806043244
N-MVP,0.4809102719370373
AS-MR,0.7755908062287428
AS-MS,0.7654238068494184
AS-MVP,0.37434319818213124
MR-MS,0.01016699937932447
MR-MVP,0.4012476080466115
MS-MVP,0.39108060866728706
