,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,28,5,3,4
real_MR,0,2,35,3,0
real_MS,0,10,0,29,1
real_MVP,13,4,3,2,18
