indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,7-8-9,3,0.21522435997845513,126x9,9x212,7,0.09322156879747431,0.34430199333738304,0.00878299999749288,8,0.09979409408754965,0.1483870868947772,0.003264600003603846,9,0.19746820961668263,0.13993553944693288,0.003478700004052371
1,N,New_N_002.wav,7-8-9,3,0.18949042314059253,126x9,9x212,7,0.07793272435234269,0.27996871882912727,0.00833400001283735,8,0.13113230541023202,0.1989386066166504,0.0032561999978497624,9,0.13054052202959499,0.12912684141594935,0.00363729998935014
2,N,New_N_003.wav,7-8-9,3,0.2027151510913644,126x9,9x212,7,0.08328075441493622,0.3413557546407408,0.009044899983564392,8,0.12693120974075564,0.17016839740625717,0.004852000012760982,9,0.17491025405590058,0.09942851133245169,0.005104999989271164
3,N,New_N_004.wav,7-8-9,3,0.18253402453938333,126x9,9x212,7,0.08207547266146947,0.25861826189422626,0.012853499996708706,8,0.08958686603664513,0.09492148575580507,0.004215499997371808,9,0.11229275015395108,0.07098626041573497,0.005368599988287315
4,N,New_N_005.wav,7-8-9,3,0.1943652891393739,126x9,9x212,7,0.0777874112540642,0.29090762494541456,0.010608100012177601,8,0.06463348570203557,0.20745417317583476,0.0031891000107862055,9,0.1448833988129815,0.09942449422207174,0.003258899989305064
5,N,New_N_006.wav,7-8-9,3,0.18829467491591068,126x9,9x212,7,0.08123038088349642,0.24002460749573387,0.010605699993902817,8,0.08511374422033985,0.14365863922312802,0.003114499995717779,9,0.09668472723243363,0.10044233019556398,0.003262299986090511
6,N,New_N_007.wav,7-8-9,3,0.20327863256341294,126x9,9x212,7,0.08496586479951457,0.32640367760238126,0.010911299992585555,8,0.09651166870806571,0.15842069165559128,0.004618799983290955,9,0.15567554053174798,0.12385082701901827,0.004880599997704849
7,N,New_N_008.wav,7-8-9,3,0.19365991665949775,126x9,9x212,7,0.06952147808170814,0.4435784340137348,0.008296900021377951,8,0.1163232568696899,0.22758290385666255,0.004180799995083362,9,0.21431402494664778,0.17207678724676492,0.0034585999965202063
8,N,New_N_009.wav,7-8-9,3,0.18415269443541943,126x9,9x212,7,0.07343243594282868,0.34912658344247405,0.007452099991496652,8,0.17303855213837316,0.1491823379604401,0.003133200021693483,9,0.05619405774024018,0.1340990379294874,0.003295799979241565
9,N,New_N_010.wav,7-8-9,3,0.18534433224802563,126x9,9x212,7,0.0765654405012532,0.36220193823173774,0.007277199998497963,8,0.0680818712224183,0.2665323076081201,0.0031568999984301627,9,0.18269327790497328,0.17540344372073075,0.0030224999936763197
