,N,AS,MR,MS,MVP
N,99.5,0.0,0.5,0.0,0.0
AS,0.0,97.0,2.0,0.5,0.5
MR,1.0,0.5,95.5,2.0,1.0
MS,0.0,0.5,1.5,96.0,2.0
MVP,1.0,2.0,1.0,1.5,94.5
