clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,25.02969,9.700216
N,frecuencia_bin_001,filas_W_final,28.465,8.270672
N,frecuencia_bin_002,filas_W_final,30.240429,8.671199
N,frecuencia_bin_003,filas_W_final,30.769224,8.534628
N,frecuencia_bin_004,filas_W_final,31.232908,6.5052247
N,frecuencia_bin_005,filas_W_final,29.234457,0.6447569
N,frecuencia_bin_006,filas_W_final,25.827307,0.9002082
N,frecuencia_bin_007,filas_W_final,25.7741,1.3860766
N,frecuencia_bin_008,filas_W_final,25.610891,1.4582667
N,frecuencia_bin_009,filas_W_final,23.663885,0.59140027
N,frecuencia_bin_010,filas_W_final,21.14365,-1.6407647
N,frecuencia_bin_011,filas_W_final,17.455305,1.9308193
N,frecuencia_bin_012,filas_W_final,17.45461,2.078722
N,frecuencia_bin_013,filas_W_final,17.373098,2.0199013
N,frecuencia_bin_014,filas_W_final,16.018742,1.0642991
N,frecuencia_bin_015,filas_W_final,15.253451,0.42242423
N,frecuencia_bin_016,filas_W_final,15.278313,0.5834247
N,frecuencia_bin_017,filas_W_final,15.321933,0.9515098
N,frecuencia_bin_018,filas_W_final,14.980051,0.84018487
N,frecuencia_bin_019,filas_W_final,13.007331,-0.77411896
N,frecuencia_bin_020,filas_W_final,12.128262,-1.0076421
N,frecuencia_bin_021,filas_W_final,11.996114,-1.6336594
N,frecuencia_bin_022,filas_W_final,12.396015,-1.1101972
N,frecuencia_bin_023,filas_W_final,11.958911,-1.324621
N,frecuencia_bin_024,filas_W_final,8.83503,-3.4524324
N,frecuencia_bin_025,filas_W_final,7.4233227,-7.2095366
N,frecuencia_bin_026,filas_W_final,6.1633854,-6.046668
N,frecuencia_bin_027,filas_W_final,6.7046866,-7.5578556
N,frecuencia_bin_028,filas_W_final,6.415252,-7.7654004
N,frecuencia_bin_029,filas_W_final,3.812937,-6.1337705
N,frecuencia_bin_030,filas_W_final,6.376021,-8.314013
N,frecuencia_bin_031,filas_W_final,3.6661437,-6.555954
N,frecuencia_bin_032,filas_W_final,5.883007,-8.761114
N,frecuencia_bin_033,filas_W_final,5.611674,-8.936607
N,frecuencia_bin_034,filas_W_final,-0.23676424,-5.2153
N,frecuencia_bin_035,filas_W_final,5.7217393,-9.603932
N,frecuencia_bin_036,filas_W_final,-0.86168396,-5.091301
N,frecuencia_bin_037,filas_W_final,2.4187047,-12.90923
N,frecuencia_bin_038,filas_W_final,2.1255312,-13.41395
N,frecuencia_bin_039,filas_W_final,-4.104288,-4.1798
N,frecuencia_bin_040,filas_W_final,2.448254,-13.688697
N,frecuencia_bin_041,filas_W_final,-4.4202976,-3.9246776
