distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-5,2,KNN,DeepONMF_H2,1,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
10-5,2,KNN,DeepONMF_H2,2,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
10-5,2,KNN,DeepONMF_H2,3,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
10-5,2,KNN,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
10-5,2,KNN,DeepONMF_H2,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
10-5,2,KNN,DeepONMF_W,1,145,31,9,15,0.88,0.90625,0.775,0.9415584415584416,0.840625
10-5,2,KNN,DeepONMF_W,2,142,31,9,18,0.865,0.8875,0.775,0.9403973509933775,0.83125
10-5,2,KNN,DeepONMF_W,3,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
10-5,2,KNN,DeepONMF_W,4,151,33,7,9,0.92,0.94375,0.825,0.9556962025316456,0.8843749999999999
10-5,2,KNN,DeepONMF_W,5,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
10-5,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-5,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
10-5,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
10-5,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
10-5,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
10-5,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
10-5,2,SVM,DeepONMF_W,2,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
10-5,2,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
10-5,2,SVM,DeepONMF_W,4,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
10-5,2,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
10-5,2,UjaNet,DeepONMF_H2,1,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-5,2,UjaNet,DeepONMF_H2,2,156,40,0,4,0.98,0.975,1.0,1.0,0.9875
10-5,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-5,2,UjaNet,DeepONMF_H2,4,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-5,2,UjaNet,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-5,2,UjaNet,DeepONMF_W,1,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
10-5,2,UjaNet,DeepONMF_W,2,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
10-5,2,UjaNet,DeepONMF_W,3,153,37,3,7,0.95,0.95625,0.925,0.9807692307692307,0.940625
10-5,2,UjaNet,DeepONMF_W,4,151,39,1,9,0.95,0.94375,0.975,0.993421052631579,0.959375
10-5,2,UjaNet,DeepONMF_W,5,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
