indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_0db,N,New_N_001.wav,12-10-8-6,DeepONMF_H4,4,0.44197496330216085,6x212,0.023474999936297536,12,0.29842289918869797,0.25194605152851635,0.011368799954652786,10,0.1682084732711616,0.16599314231778112,0.004183599958196282,8,0.21390868681719535,0.1015654794352916,0.0034037999575957656,6,0.3580011641730485,0.08822646557340066,0.0034244999988004565
1,SNR_0db,N,New_N_002.wav,12-10-8-6,DeepONMF_H4,4,0.46668849824842307,6x212,0.018553300062194467,12,0.29747043917938865,0.2502471576580667,0.007966200006194413,10,0.2863719058395736,0.140972116270839,0.003459300030954182,8,0.2813342752525999,0.1201932033206657,0.00325660000089556,6,0.2882438143959474,0.09782202565640766,0.002909099915996194
2,SNR_0db,N,New_N_003.wav,12-10-8-6,DeepONMF_H4,4,0.4903948786401105,6x212,0.019725500023923814,12,0.30227230556399354,0.25559580835225676,0.008598499931395054,10,0.23028373734071744,0.1335413354011506,0.004453900037333369,8,0.29639929937733056,0.12040656633701394,0.0031481999903917313,6,0.34710550826438463,0.116189852838122,0.0026389999547973275
3,SNR_0db,N,New_N_004.wav,12-10-8-6,DeepONMF_H4,4,0.45879044414664005,6x212,0.01766789995599538,12,0.3028085233912945,0.25145263242479,0.007146299933083355,10,0.17389105271237457,0.16377441342794288,0.004291300079785287,8,0.24969427954028872,0.11623591111968738,0.0027815999928861856,6,0.3316046060408157,0.09537422394938226,0.002686699968762696
4,SNR_0db,N,New_N_005.wav,12-10-8-6,DeepONMF_H4,4,0.4290664652957866,6x212,0.018213499919511378,12,0.2999336964431685,0.24760398554776689,0.006895099999383092,10,0.25183532574117434,0.1488096442749409,0.003586999955587089,8,0.28948252562472904,0.12758481032758526,0.0027600999455899,6,0.3495123179733001,0.12532090941485513,0.004021500004455447
5,SNR_0db,N,New_N_006.wav,12-10-8-6,DeepONMF_H4,4,0.4222816544395737,6x212,0.017579799983650446,12,0.2974073641270879,0.25369496777242057,0.007930900086648762,10,0.2523514799973632,0.16477543952094728,0.0034833999816328287,8,0.22895942419906534,0.13001797843864818,0.0027051999932155013,6,0.3210665397124138,0.11717876177001045,0.0025940999621525407
6,SNR_0db,N,New_N_007.wav,12-10-8-6,DeepONMF_H4,4,0.46989095340920134,6x212,0.018149100011214614,12,0.2965709812458187,0.28242619845692657,0.007929200073704123,10,0.24401934585882545,0.16806762734122999,0.003882099990732968,8,0.24263139733197694,0.13190075700164414,0.002729299943894148,6,0.303265814919766,0.11157917790344168,0.002666899934411049
7,SNR_0db,N,New_N_008.wav,12-10-8-6,DeepONMF_H4,4,0.43467919981259545,6x212,0.018352100043557584,12,0.2951261677113462,0.2770110684954971,0.008370299939997494,10,0.2236398093678388,0.15757212833715226,0.0037681000540032983,8,0.3944407872605133,0.12994524115734613,0.0027676000026986003,6,0.36915405981923477,0.13332426463059652,0.0026403999654576182
8,SNR_0db,N,New_N_009.wav,12-10-8-6,DeepONMF_H4,4,0.456537245765265,6x212,0.018142999964766204,12,0.30356706124429955,0.24345525942814755,0.008592500002123415,10,0.21245659695917762,0.1219522782588806,0.0034034999553114176,8,0.24238636611654707,0.10246744632418657,0.0028117999900132418,6,0.3288981966804114,0.08685167435593333,0.0025900000473484397
9,SNR_0db,N,New_N_010.wav,12-10-8-6,DeepONMF_H4,4,0.42551038668506247,6x212,0.018573799985460937,12,0.2965414048514563,0.2468294553039959,0.008407599991187453,10,0.257982657126433,0.1612870248800078,0.0034260000102221966,8,0.3412218678555613,0.14866759656758946,0.0027927999617531896,6,0.36980421961597504,0.12144236391302737,0.0027933999663218856
10,SNR_0db,N,New_N_011.wav,12-10-8-6,DeepONMF_H4,4,0.4253406923640752,6x212,0.01900440000463277,12,0.3030372201108109,0.24821256905193523,0.00781979993917048,10,0.2660099280862503,0.17622294254635906,0.004123400081880391,8,0.2454281220482211,0.1397202996571413,0.003081300063058734,6,0.38191388886525085,0.13523668856974128,0.003127100062556565
11,SNR_0db,N,New_N_012.wav,12-10-8-6,DeepONMF_H4,4,0.43240696317018057,6x212,0.017375400057062507,12,0.30177786656528033,0.2526075232845159,0.007068700040690601,10,0.18316710238475792,0.1494379539178515,0.003576699993573129,8,0.2801032002653299,0.13176598639204665,0.0030331999296322465,6,0.3549186235517588,0.12359394909244609,0.002914499957114458
12,SNR_0db,N,New_N_013.wav,12-10-8-6,DeepONMF_H4,4,0.45008468347481395,6x212,0.01703240000642836,12,0.29706060139908036,0.2290398599002765,0.00717669993173331,10,0.23366439242960776,0.1668702075438503,0.0033546999329701066,8,0.29856801696409957,0.11794364291485428,0.002960599958896637,6,0.3222121459452667,0.10990033624207068,0.0026984999421983957
13,SNR_0db,N,New_N_014.wav,12-10-8-6,DeepONMF_H4,4,0.4186092195318836,6x212,0.01799399999435991,12,0.3001956990668105,0.2580412035332531,0.00736799999140203,10,0.22210577236295684,0.17491387933318095,0.0042360000079497695,8,0.22503883390864793,0.1525642767235945,0.0028828999493271112,6,0.317631677104421,0.14629719026855012,0.0026025999104604125
