,N,AS,MR,MS,MVP
N,99.5,0.0,0.5,0.0,0.0
AS,0.0,96.5,2.0,1.0,0.5
MR,0.5,3.0,93.0,2.5,1.0
MS,0.5,0.5,1.5,93.5,4.0
MVP,2.0,2.0,1.5,2.5,92.0
