,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.0,2.5
AS,0.5,97.0,2.0,0.0,0.5
MR,3.0,1.5,91.0,3.5000000000000004,1.0
MS,0.0,2.0,1.5,95.0,1.5
MVP,4.0,4.5,1.5,2.0,88.0
