indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h
0,10-14-20,3,0.17001843024934737,20x212,0.053461300005437806,10,0.06681057339576545,0.39288817325520325,14,0.07410460412782828,0.1734088382308999,20,0.09526364246762081,0.08280652239496665
1,10-14-20,3,0.16013215744582773,20x212,0.05348019997472875,10,0.0611573449139471,0.37122554942374464,14,0.10063089776676644,0.16468308074066898,20,0.09524355471293108,0.10389121199592094
2,10-14-20,3,0.1601854318444954,20x212,0.04943489999277517,10,0.06460343198708117,0.362462569480511,14,0.10528376286178559,0.1308417577870156,20,0.05519040528827183,0.09001074326113488
3,10-14-20,3,0.17960067548302577,20x212,0.05273600001237355,10,0.06688616458150423,0.34485389385620413,14,0.10443734807479958,0.1429356353029864,20,0.08925766354694135,0.0891583642250042
4,10-14-20,3,0.15865142854616052,20x212,0.045870999980252236,10,0.0668161530816433,0.34331446094955054,14,0.06173154070073953,0.17319532764914775,20,0.07913047594620103,0.10031238244965796
5,10-14-20,3,0.18093490647588545,20x212,0.041562900005374104,10,0.0701909872570839,0.33957578192444426,14,0.09220717608730483,0.14313442111345936,20,0.08154933177201003,0.0841663646711402
6,10-14-20,3,0.1630283357991591,20x212,0.04148749998421408,10,0.061820903714820054,0.36675212351729486,14,0.09402808953313267,0.1931902177226856,20,0.06111969037410057,0.11066955834955126
7,10-14-20,3,0.17131372795019573,20x212,0.04892149998340756,10,0.056697103869812256,0.3449041447522355,14,0.10044169737076131,0.20271089775507456,20,0.10094614845858996,0.1087687134124312
8,10-14-20,3,0.16182501107004005,20x212,0.040870700002415106,10,0.05823981278414612,0.3471525089247904,14,0.07725231146991887,0.16878474054390794,20,0.05501207214304096,0.0925324401643631
9,10-14-20,3,0.16909413759941402,20x212,0.03790130000561476,10,0.059099553109907624,0.3312704777190992,14,0.11694302104347776,0.1919258104349645,20,0.0606495601007534,0.1281143871191645
10,10-14-20,3,0.1858368279696775,20x212,0.046379300008993596,10,0.0731384015076111,0.3749696165567532,14,0.13142137898796458,0.15897305322801664,20,0.059647428970790575,0.1097741782021719
11,10-14-20,3,0.1608000811196384,20x212,0.048514199996134266,10,0.07084415269786198,0.30948497929416036,14,0.07669799803399208,0.1440016937639616,20,0.05138041730012799,0.1285677960898031
12,10-14-20,3,0.15817116473135728,20x212,0.052917499997420236,10,0.06471269319890245,0.3564886132145549,14,0.1076530271019501,0.15464778702131407,20,0.05653520805402355,0.11158946545818052
13,10-14-20,3,0.178857263178528,20x212,0.05430869999690913,10,0.06449428368503053,0.3768601675551026,14,0.1183768053390652,0.16769122649133678,20,0.14033220430989884,0.1094119604281256
14,10-14-20,3,0.16409285821627517,20x212,0.055738600000040606,10,0.06705701668606634,0.3231880137071746,14,0.10295252076037391,0.13034960854159872,20,0.05623750983547017,0.08866062335352631
15,10-14-20,3,0.164096272688705,20x212,0.051418399991234764,10,0.06709054289567554,0.3342207530617016,14,0.07251402948311268,0.17539627405889593,20,0.09454109729541287,0.10051014302535058
16,10-14-20,3,0.17330995438629834,20x212,0.04923050000797957,10,0.07104860455880736,0.3197301732682324,14,0.09983415276930017,0.15182025758550252,20,0.06328018159443193,0.08765829826834103
17,10-14-20,3,0.17019248637821288,20x212,0.049901199992746115,10,0.07367527604932203,0.3607575810377986,14,0.12243815277603845,0.13399521230233444,20,0.05391610004267869,0.09262348902542122
18,10-14-20,3,0.1634038333185611,20x212,0.052739900012966245,10,0.05928623951741652,0.3125259680083784,14,0.08680059255447105,0.15373628352783233,20,0.08003405156073663,0.09664917926953456
19,10-14-20,3,0.16848724224304826,20x212,0.05310910000116564,10,0.06152207679704104,0.36897059788881825,14,0.11376917696587975,0.1512326612616377,20,0.054459222562415706,0.10835512097979105
20,10-14-20,3,0.1736114626192633,20x212,0.04489969997666776,10,0.06551175964579407,0.3762968258073448,14,0.08120070967988763,0.177212022583159,20,0.12138223401980246,0.11543583866914055
21,10-14-20,3,0.1642312311243026,20x212,0.05270759999984875,10,0.061955513156543324,0.3756072986892492,14,0.10758947606588735,0.177867275210905,20,0.0664490417591146,0.09420024549412911
22,10-14-20,3,0.1655144663217506,20x212,0.045866700005717576,10,0.059053227074214926,0.35897765359064543,14,0.08037885194697134,0.17313338018519817,20,0.08460466955439817,0.1175367825191059
23,10-14-20,3,0.17990714393328722,20x212,0.047259399987524375,10,0.06038488953249347,0.41692002262277505,14,0.10730413175776583,0.17290460807875238,20,0.09472540127475083,0.09020994653637313
24,10-14-20,3,0.16144444094967011,20x212,0.034436299989465624,10,0.07188839049684188,0.30213225223102347,14,0.08763326478314917,0.15165388820883371,20,0.0561623511212072,0.09780596220346419
25,10-14-20,3,0.16812857055516667,20x212,0.04606880000210367,10,0.07718867992225467,0.3239972275864988,14,0.10159979169820751,0.13624670932584143,20,0.09258752061587042,0.08099872241806784
26,10-14-20,3,0.17672982121559397,20x212,0.044277200009673834,10,0.06945359812417864,0.35789893848103005,14,0.07619666928217785,0.19664445637785916,20,0.10017872372975437,0.12491233310725036
27,10-14-20,3,0.16385307457248516,20x212,0.053714799985755235,10,0.0666782987295525,0.30230402424318065,14,0.1430368151682886,0.13361017311511916,20,0.052385706721877444,0.11266912019299778
28,10-14-20,3,0.17186441310451667,20x212,0.03888770000776276,10,0.06916111645683011,0.3457299178646975,14,0.09447144634280978,0.17618645574742706,20,0.07229050434018604,0.10268133654014806
29,10-14-20,3,0.16224891945545608,20x212,0.034935500007122755,10,0.06690564685422262,0.3819470418989344,14,0.10044108949015804,0.1544519592095122,20,0.05886651897688207,0.0986082544542033
30,10-14-20,3,0.17739678109547904,20x212,0.04923209999105893,10,0.05688611060405071,0.3215684892968756,14,0.1370966500772103,0.13794088777071936,20,0.10776756029483196,0.09757628830249437
31,10-14-20,3,0.1596380832992103,20x212,0.03537490000599064,10,0.058650860395686656,0.3833631437996989,14,0.09908920396118391,0.18392372545959118,20,0.05613045246667324,0.1397633336954585
