distribucion,representacion,padding_aplicado,forma_original,forma_ujanet,filas_cero_anadidas,columnas_cero_anadidas
11-10,DeepONMF_W,False,126x10,126x10,0,0
11-10,DeepONMF_H2,False,10x212,10x212,0,0
