distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-8-4,3,KNN,DeepONMF_H3,1,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
10-8-4,3,KNN,DeepONMF_H3,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-8-4,3,KNN,DeepONMF_H3,3,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
10-8-4,3,KNN,DeepONMF_H3,4,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
10-8-4,3,KNN,DeepONMF_H3,5,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
10-8-4,3,KNN,DeepONMF_W,1,147,27,13,13,0.87,0.91875,0.675,0.91875,0.796875
10-8-4,3,KNN,DeepONMF_W,2,140,32,8,20,0.86,0.875,0.8,0.9459459459459459,0.8375
10-8-4,3,KNN,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-8-4,3,KNN,DeepONMF_W,4,147,34,6,13,0.905,0.91875,0.85,0.9607843137254902,0.8843749999999999
10-8-4,3,KNN,DeepONMF_W,5,149,36,4,11,0.925,0.93125,0.9,0.9738562091503268,0.915625
10-8-4,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
10-8-4,3,SVM,DeepONMF_H3,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-8-4,3,SVM,DeepONMF_H3,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
10-8-4,3,SVM,DeepONMF_H3,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
10-8-4,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
10-8-4,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
10-8-4,3,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
10-8-4,3,SVM,DeepONMF_W,3,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
10-8-4,3,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
10-8-4,3,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
10-8-4,3,UjaNet,DeepONMF_H3,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-8-4,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-8-4,3,UjaNet,DeepONMF_H3,3,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-8-4,3,UjaNet,DeepONMF_H3,4,153,38,2,7,0.955,0.95625,0.95,0.9870967741935484,0.953125
10-8-4,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-8-4,3,UjaNet,DeepONMF_W,1,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
10-8-4,3,UjaNet,DeepONMF_W,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-8-4,3,UjaNet,DeepONMF_W,3,151,35,5,9,0.93,0.94375,0.875,0.967948717948718,0.909375
10-8-4,3,UjaNet,DeepONMF_W,4,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
10-8-4,3,UjaNet,DeepONMF_W,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
