,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,39,0,1,0
real_MR,1,2,32,4,1
real_MS,1,9,1,29,0
real_MVP,2,1,5,3,29
