,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,96.5,1.5,0.0,2.0
MR,0.5,1.5,95.5,1.0,1.5
MS,0.0,1.0,0.0,95.0,4.0
MVP,1.5,2.0,2.5,1.0,93.0
