,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,2,2
real_AS,0,34,2,3,1
real_MR,0,7,28,4,1
real_MS,3,3,2,32,0
real_MVP,7,5,1,3,24
