,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,32,0,0,1,7
real_AS,1,38,0,1,0
real_MR,2,12,23,1,2
real_MS,4,15,2,16,3
real_MVP,10,8,1,1,20
