,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.0,95.5,3.0,0.5,1.0
MR,2.0,3.0,92.5,2.0,0.5
MS,0.0,0.5,1.0,94.5,4.0
MVP,2.0,2.5,2.0,1.5,92.0
