epoca,loss_train,loss_val
1,1.3469616488406533,0.8313549160957336
2,0.91709970722073,0.6237421035766602
3,0.6578837656661084,0.49952906370162964
4,0.5215090787724445,0.4129274785518646
5,0.48337887364782783,0.3873593211174011
6,0.39916506752763925,0.3636101484298706
7,0.32663980998883124,0.38637620210647583
8,0.31487995984130784,0.3506779968738556
9,0.2899923220178799,0.3485281765460968
10,0.26808036790278394,0.34509041905403137
11,0.2491959260384503,0.3262540400028229
12,0.23719017697792305,0.3002813458442688
13,0.19567103699879035,0.3230138123035431
14,0.20845114067196846,0.28660401701927185
15,0.1724828395771941,0.30854636430740356
16,0.1592974274566299,0.31458422541618347
17,0.1448183138609717,0.4091900587081909
18,0.13795105657099108,0.350297749042511
19,0.1161863273867455,0.283822238445282
20,0.09317293541358881,0.34152230620384216
21,0.12006706991355474,0.33548691868782043
22,0.09167112951706115,0.36028456687927246
23,0.08507518136971876,0.31368133425712585
24,0.08321943780021301,0.29595160484313965
25,0.05003183990667917,0.36341437697410583
26,0.04358746359349951,0.40617120265960693
27,0.04181133838689053,0.37732017040252686
28,0.03936337474212786,0.33771130442619324
29,0.06172249072283433,0.3678010106086731
