,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,1,30,4,4,1
real_MR,0,3,32,4,1
real_MS,1,0,2,36,1
real_MVP,2,1,2,3,32
