clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,39,159,1,1,0.99,0.975,0.99375,0.975,0.984375,40
AS,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
MR,40,159,1,0,0.995,1.0,0.99375,0.975609756097561,0.996875,40
MS,36,160,0,4,0.98,0.9,1.0,1.0,0.95,40
MVP,39,156,4,1,0.975,0.975,0.975,0.9069767441860465,0.975,40
PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9615173000567214,0.975,200
