distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-7,2,KNN,DeepONMF_H2,1,154,34,6,6,0.94,0.9625,0.85,0.9625,0.90625
13-7,2,KNN,DeepONMF_H2,2,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
13-7,2,KNN,DeepONMF_H2,3,153,34,6,7,0.935,0.95625,0.85,0.9622641509433962,0.903125
13-7,2,KNN,DeepONMF_H2,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
13-7,2,KNN,DeepONMF_H2,5,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
13-7,2,KNN,DeepONMF_W,1,151,31,9,9,0.91,0.94375,0.775,0.94375,0.859375
13-7,2,KNN,DeepONMF_W,2,141,29,11,19,0.85,0.88125,0.725,0.9276315789473685,0.803125
13-7,2,KNN,DeepONMF_W,3,144,30,10,16,0.87,0.9,0.75,0.935064935064935,0.825
13-7,2,KNN,DeepONMF_W,4,143,33,7,17,0.88,0.89375,0.825,0.9533333333333334,0.859375
13-7,2,KNN,DeepONMF_W,5,148,33,7,12,0.905,0.925,0.825,0.9548387096774194,0.875
13-7,2,SVM,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
13-7,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
13-7,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
13-7,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
13-7,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-7,2,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
13-7,2,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
13-7,2,SVM,DeepONMF_W,3,142,37,3,18,0.895,0.8875,0.925,0.9793103448275862,0.90625
13-7,2,SVM,DeepONMF_W,4,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
13-7,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-7,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-7,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-7,2,UjaNet,DeepONMF_H2,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-7,2,UjaNet,DeepONMF_H2,4,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-7,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-7,2,UjaNet,DeepONMF_W,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
13-7,2,UjaNet,DeepONMF_W,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
13-7,2,UjaNet,DeepONMF_W,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
13-7,2,UjaNet,DeepONMF_W,4,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
13-7,2,UjaNet,DeepONMF_W,5,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
