distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
20-12-11-10-9,5,KNN,DeepONMF_H5,0.8832000000000001,0.009859006035092958,0.708,0.02464751508773241,0.9269999999999999,0.006161878771933116,0.7737721350758913,0.025712205730165263,0.8175000000000001,0.015404696929832802
20-12-11-10-9,5,KNN,DeepONMF_W,0.8324,0.009939818911831325,0.581,0.024849547279578353,0.8952500000000001,0.0062123868198945996,0.6022289315581821,0.03218282978470698,0.7381249999999999,0.015530967049736484
20-12-11-10-9,5,SVM,DeepONMF_H5,0.9492,0.004147288270665546,0.873,0.010368220676663913,0.9682499999999999,0.0025920551691659675,0.8791948187619634,0.011180395373880745,0.920625,0.006480137922914902
20-12-11-10-9,5,SVM,DeepONMF_W,0.8844,0.012441864811996632,0.711,0.03110466202999165,0.92775,0.00777616550749788,0.7088795672868529,0.033138031985069136,0.819375,0.019440413768744728
20-12-11-10-9,5,UjaNet,DeepONMF_H5,0.9712,0.012537942414926052,0.9279999999999999,0.031344856037315,0.982,0.007836214009328721,0.929176698833805,0.03056015312184977,0.9550000000000001,0.01959053502332183
20-12-11-10-9,5,UjaNet,DeepONMF_W,0.9423999999999999,0.008648699324175889,0.8560000000000001,0.021621748310439733,0.9640000000000001,0.00540543707761,0.8658499416228327,0.022199800249128366,0.9099999999999999,0.013513592694024705
