,N,AS,MR,MS,MVP
N,81.5,0.5,14.000000000000002,0.0,4.0
AS,0.0,72.0,25.0,0.0,3.0
MR,1.0,3.0,82.0,1.5,12.5
MS,4.0,3.0,24.0,49.5,19.5
MVP,5.0,11.0,12.0,2.0,70.0
