,N,AS,MR,MS,MVP
N,97.0,0.0,1.5,0.5,1.0
AS,0.0,96.5,2.5,0.5,0.5
MR,0.0,2.5,95.0,2.0,0.5
MS,0.0,1.0,2.5,94.0,2.5
MVP,2.5,2.5,1.5,1.5,92.0
