,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.0,95.5,2.5,1.0,1.0
MR,0.0,1.5,96.0,1.5,1.0
MS,0.0,1.0,1.0,93.5,4.5
MVP,2.5,3.0,2.0,2.5,90.0
