indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_0db,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.32387487607918586,8x212,0.01144239993300289,8,0.32387487607918586,0.29353102984703155,0.010615500039421022
1,SNR_0db,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.31800163874087356,8x212,0.010589499957859516,8,0.31800163874087356,0.29957952448842395,0.00986320001538843
2,SNR_0db,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.3543992047752008,8x212,0.00853989995084703,8,0.3543992047752008,0.27991961621149647,0.008022099966183305
3,SNR_0db,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.3388223038368273,8x212,0.009500899934209883,8,0.3388223038368273,0.28573591010595717,0.008831700077280402
4,SNR_0db,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.3507561283272658,8x212,0.008511999971233308,8,0.3507561283272658,0.28657993932353126,0.007917599985376
5,SNR_0db,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.3553833767657479,8x212,0.010525499936193228,8,0.3553833767657479,0.2689142878219508,0.009864400024525821
6,SNR_0db,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.33832525281915365,8x212,0.011347200023010373,8,0.3383252528191536,0.2729512572456602,0.010629600030370057
7,SNR_0db,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.34125653677860024,8x212,0.010253399959765375,8,0.34125653677860024,0.2954584956149396,0.00954009999986738
8,SNR_0db,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.3452091538858175,8x212,0.012200099998153746,8,0.3452091538858175,0.2117921896433117,0.011365899932570755
9,SNR_0db,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.2613467887210749,8x212,0.011661899974569678,8,0.2613467887210749,0.22203640514620626,0.010788199957460165
