,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,3,1
real_AS,0,32,4,1,3
real_MR,0,6,31,3,0
real_MS,1,4,1,32,2
real_MVP,1,3,3,0,33
