,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,32,1,0,0,7
real_AS,0,34,3,3,0
real_MR,0,3,31,4,2
real_MS,3,3,1,25,8
real_MVP,9,5,5,2,19
