clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,32,148,12,8,0.9,0.8,0.925,0.7272727272727273,0.8625,40
AS,34,148,12,6,0.91,0.85,0.925,0.7391304347826086,0.8875,40
MR,31,151,9,9,0.91,0.775,0.94375,0.775,0.859375,40
MS,25,151,9,15,0.88,0.625,0.94375,0.7352941176470589,0.784375,40
MVP,19,143,17,21,0.81,0.475,0.89375,0.5277777777777778,0.684375,40
PROMEDIO_MACRO,141,741,59,59,0.882,0.705,0.9262500000000001,0.7008950114960345,0.815625,200
