,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,32,2,5,1
real_MR,0,3,29,7,1
real_MS,4,6,2,28,0
real_MVP,7,1,7,8,17
