,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,4,0
real_AS,0,22,5,4,9
real_MR,0,3,34,3,0
real_MS,0,6,0,31,3
real_MVP,14,4,3,4,15
