,N,AS,MR,MS,MVP
N,98.0,0.0,0.0,0.5,1.5
AS,0.0,94.0,4.5,1.0,0.5
MR,2.5,6.0,88.0,2.0,1.5
MS,0.5,0.5,1.0,94.0,4.0
MVP,1.5,3.5000000000000004,1.0,2.5,91.5
