,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,1,2
real_AS,0,39,0,0,1
real_MR,0,4,34,2,0
real_MS,0,0,2,36,2
real_MVP,0,1,3,2,34
