base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_-8db,DeepONMF_H1_opt_SNR0db,1,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9775,0.9117200610221206,0.94375,200
SNR_-8db,DeepONMF_H1_opt_SNR0db,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8851380803104941,0.925,200
SNR_-8db,DeepONMF_H1_opt_SNR0db,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.9762500000000001,0.9081350568707645,0.940625,200
SNR_-8db,DeepONMF_H1_opt_SNR0db,4,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9111269006005847,0.9437500000000002,200
SNR_-8db,DeepONMF_H1_opt_SNR0db,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9283071690214548,0.95,200
