indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos,capa_5_rango,capa_5_error,capa_5_ortogonalidad_h,capa_5_segundos
0,N,New_N_001.wav,14-11-8-5-4,5,0.46245554212926054,126x4,4x212,14,0.053565624277173415,0.3483658118832574,0.019455800007563084,11,0.178607404896393,0.1187433714842527,0.008499400020809844,8,0.3270214174989692,0.10064264329469472,0.008612200006609783,5,0.46078546763843403,0.07446171118378915,0.008057600003667176,4,0.35479616109332146,0.07165956383057093,0.007227800000691786
1,N,New_N_002.wav,14-11-8-5-4,5,0.4615647403759762,126x4,4x212,14,0.05302317688497208,0.45024797291148055,0.021609799994621426,11,0.18557171653073995,0.20528987906336668,0.00924670000676997,8,0.31525881040982223,0.1681149994277986,0.0071924999938346446,5,0.43006674062118483,0.1725985494950522,0.006436499999836087,4,0.30290582220449924,0.1668380802605914,0.005845499981660396
2,N,New_N_003.wav,14-11-8-5-4,5,0.4800588921900545,126x4,4x212,14,0.05360478389717511,0.38382074437055286,0.019228599994676188,11,0.20838538096022335,0.1649738299738726,0.01121590001275763,8,0.3220738279942635,0.14220229582974822,0.008570100006181747,5,0.45417193860072946,0.14235194406372317,0.008001700014574453,4,0.38294813849201986,0.14399173514473465,0.007080899988068268
3,N,New_N_004.wav,14-11-8-5-4,5,0.42067575363622045,126x4,4x212,14,0.05797804912504783,0.3663927473288995,0.023261800000909716,11,0.17086795051663806,0.16644550806863945,0.006050700001651421,8,0.17613800382576586,0.11866383269342218,0.004691399983130395,5,0.3849150813521757,0.09712527769063725,0.004239300003973767,4,0.303955181609083,0.10848129882815621,0.0036051000060979277
4,N,New_N_005.wav,14-11-8-5-4,5,0.4724363768845707,126x4,4x212,14,0.056848279548327836,0.37074822888858067,0.02335770000354387,11,0.20848596534285183,0.24518358525400602,0.006282599992118776,8,0.3241305183587407,0.172160837372767,0.0044575000065378845,5,0.4336920131516075,0.15272268527226784,0.004259100009221584,4,0.3052660323475379,0.12936802300967123,0.005195199977606535
5,N,New_N_006.wav,14-11-8-5-4,5,0.5297216218871211,126x4,4x212,14,0.05813570900257088,0.3661931673566286,0.02309689999674447,11,0.18273946700165286,0.1771355510719447,0.008304699993459508,8,0.3738053265149474,0.16578632445657776,0.009074700006749481,5,0.4200208567783784,0.16444174680448245,0.007549100002506748,4,0.3476571985138376,0.17362236338226078,0.007466400013072416
6,N,New_N_007.wav,14-11-8-5-4,5,0.43279479260667303,126x4,4x212,14,0.057882584901206464,0.387855608555497,0.023211400024592876,11,0.22580147510192863,0.199611282889344,0.011143800016725436,8,0.37732682692731856,0.19359825928342428,0.00892520000343211,5,0.4517813083273236,0.1758223981038557,0.007950899977004156,4,0.31222566958896214,0.1586587156598616,0.007088899990776554
7,N,New_N_008.wav,14-11-8-5-4,5,0.4898143927840784,126x4,4x212,14,0.057192134199308145,0.3461708825397673,0.023346700007095933,11,0.18808674098681408,0.15190694576539301,0.01060840001446195,8,0.2520525344365586,0.14679075657731946,0.008936199999880046,5,0.42690968989608563,0.17679610522033076,0.008054300007643178,4,0.33036099350037457,0.1731879600198766,0.006845800002338365
8,N,New_N_009.wav,14-11-8-5-4,5,0.41116600681836823,126x4,4x212,14,0.048771728860134644,0.35404304696216016,0.02329650000319816,11,0.2337172248724124,0.1594903059967334,0.009785100002773106,8,0.3502201979149495,0.1304816849177965,0.007048600004054606,5,0.4527207894818631,0.12599635459711095,0.004641700012143701,4,0.3205980041085683,0.12443210456638042,0.003938699985155836
9,N,New_N_010.wav,14-11-8-5-4,5,0.4661470962258784,126x4,4x212,14,0.05452708359376625,0.3300242884447448,0.02138089999789372,11,0.18534052692038838,0.16859986893923135,0.008731199981411919,8,0.30950862282986774,0.155163678485569,0.0072570999909657985,5,0.4191845567301585,0.13541947970114024,0.0066645999904721975,4,0.3592637995731258,0.13148339066220663,0.005989400000544265
