distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-7-4,3,KNN,DeepONMF_H3,1,158,31,9,2,0.945,0.9875,0.775,0.9461077844311377,0.8812500000000001
11-7-4,3,KNN,DeepONMF_H3,2,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
11-7-4,3,KNN,DeepONMF_H3,3,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
11-7-4,3,KNN,DeepONMF_H3,4,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
11-7-4,3,KNN,DeepONMF_H3,5,160,30,10,0,0.95,1.0,0.75,0.9411764705882353,0.875
11-7-4,3,KNN,DeepONMF_W,1,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
11-7-4,3,KNN,DeepONMF_W,2,149,28,12,11,0.885,0.93125,0.7,0.9254658385093167,0.815625
11-7-4,3,KNN,DeepONMF_W,3,154,29,11,6,0.915,0.9625,0.725,0.9333333333333333,0.84375
11-7-4,3,KNN,DeepONMF_W,4,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
11-7-4,3,KNN,DeepONMF_W,5,152,33,7,8,0.925,0.95,0.825,0.9559748427672956,0.8875
11-7-4,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
11-7-4,3,SVM,DeepONMF_H3,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
11-7-4,3,SVM,DeepONMF_H3,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
11-7-4,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
11-7-4,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-7-4,3,SVM,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
11-7-4,3,SVM,DeepONMF_W,2,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
11-7-4,3,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
11-7-4,3,SVM,DeepONMF_W,4,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
11-7-4,3,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
11-7-4,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-7-4,3,UjaNet,DeepONMF_H3,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
11-7-4,3,UjaNet,DeepONMF_H3,3,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-7-4,3,UjaNet,DeepONMF_H3,4,156,40,0,4,0.98,0.975,1.0,1.0,0.9875
11-7-4,3,UjaNet,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-7-4,3,UjaNet,DeepONMF_W,1,153,38,2,7,0.955,0.95625,0.95,0.9870967741935484,0.953125
11-7-4,3,UjaNet,DeepONMF_W,2,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
11-7-4,3,UjaNet,DeepONMF_W,3,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
11-7-4,3,UjaNet,DeepONMF_W,4,153,37,3,7,0.95,0.95625,0.925,0.9807692307692307,0.940625
11-7-4,3,UjaNet,DeepONMF_W,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
