,N,AS,MR,MS,MVP
N,89.0,0.5,7.000000000000001,0.0,3.5000000000000004
AS,0.0,82.0,12.5,0.0,5.5
MR,1.0,3.0,86.5,0.5,9.0
MS,0.0,0.5,18.0,72.5,9.0
MVP,8.5,7.000000000000001,15.0,2.0,67.5
