distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
10-17,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,137,737,63,63,0.874,0.6849999999999999,0.92125,0.7707655502392343,0.803125,200
10-17,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.7417625126390294,0.796875,200
10-17,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.7430492650532108,0.796875,200
10-17,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,141,741,59,59,0.882,0.7049999999999998,0.9262499999999999,0.773032571032571,0.815625,200
10-17,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,137,737,63,63,0.874,0.6849999999999999,0.92125,0.7616564934499717,0.803125,200
10-17,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,106,706,94,94,0.812,0.53,0.8825,0.5816348324554026,0.70625,200
10-17,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,83,683,117,117,0.766,0.4149999999999999,0.85375,0.43121078800426627,0.6343750000000001,200
10-17,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,86,686,114,114,0.7719999999999999,0.43,0.8574999999999999,0.45635708828986143,0.64375,200
10-17,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,84,684,116,116,0.768,0.41999999999999993,0.8550000000000001,0.42466672877631984,0.6375,200
10-17,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,99,699,101,101,0.7979999999999999,0.495,0.87375,0.5279944586530264,0.6843750000000001,200
10-17,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.8649999999999999,0.9662499999999999,0.8768002559887546,0.915625,200
10-17,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8700000000000001,0.9675,0.8719924590550253,0.91875,200
10-17,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,168,768,32,32,0.9360000000000002,0.8400000000000001,0.96,0.8463496618159458,0.9,200
10-17,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.8649999999999999,0.9662499999999999,0.866401444084371,0.915625,200
10-17,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,179,779,21,21,0.9579999999999999,0.8950000000000001,0.9737499999999999,0.9016982933524286,0.934375,200
10-17,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,128,728,72,72,0.8559999999999999,0.64,0.9099999999999999,0.6447152194211018,0.775,200
10-17,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.9037500000000002,0.615788948409023,0.759375,200
10-17,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,127,727,73,73,0.8539999999999999,0.635,0.9087500000000001,0.6288794014922606,0.771875,200
10-17,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,126,726,74,74,0.852,0.6300000000000001,0.9075,0.6204230058856481,0.76875,200
10-17,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,133,733,67,67,0.866,0.6649999999999999,0.91625,0.6621225164123299,0.790625,200
10-17,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,196,796,4,4,0.992,0.9799999999999999,0.9950000000000001,0.9805981416957026,0.9875,200
10-17,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9163215270774507,0.946875,200
10-17,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.8986797219273571,0.93125,200
10-17,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9423821706748537,0.9625,200
10-17,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.9800000000000001,0.95,0.9875000000000002,0.9507977260223729,0.96875,200
10-17,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.86,0.9650000000000001,0.8639023137896731,0.9125,200
10-17,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.832420920455539,0.890625,200
10-17,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,155,755,45,45,0.9099999999999999,0.775,0.94375,0.7813815789473685,0.859375,200
10-17,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.8,0.95,0.7987221685804227,0.875,200
10-17,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.7999999999999999,0.95,0.8221713087010738,0.8750000000000002,200
