indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,5-4,2,0.20747720399391248,126x4,4x212,5,0.11386751779863674,0.28461411415503346,0.0062882999991416,4,0.3734508086611966,0.20996870045542207,0.002907899994170293
1,N,New_N_002.wav,5-4,2,0.1569254701045574,126x4,4x212,5,0.09321927938497107,0.314020880074775,0.006103100000473205,4,0.17953060770218401,0.21229423333244737,0.0034305999943171628
2,N,New_N_003.wav,5-4,2,0.15515893326616206,126x4,4x212,5,0.08928089184008568,0.38353905356112733,0.006252200000744779,4,0.16491857873849838,0.2986342499733638,0.0023263999974005856
3,N,New_N_004.wav,5-4,2,0.17613203832092605,126x4,4x212,5,0.0950835668671456,0.32561734225338074,0.006496900001366157,4,0.2680617940157206,0.1374827285004769,0.0025669999959063716
4,N,New_N_005.wav,5-4,2,0.17399686486797053,126x4,4x212,5,0.10033157932213684,0.22701151165888644,0.005899900002987124,4,0.23267421867341126,0.18241064337389254,0.0022947000034037046
5,N,New_N_006.wav,5-4,2,0.16609874654228868,126x4,4x212,5,0.09735160980534602,0.3115657305923351,0.006348499999148771,4,0.18205829797132403,0.17309525837610193,0.002319100000022445
6,N,New_N_007.wav,5-4,2,0.21572567645083626,126x4,4x212,5,0.10055387460933801,0.2638748958839636,0.005757899998570792,4,0.34090067302385146,0.19931447570036487,0.0028146999975433573
7,N,New_N_008.wav,5-4,2,0.22193205306940075,126x4,4x212,5,0.08998138206821121,0.2131622685017617,0.0057696000003488734,4,0.3082338052416867,0.1060318954416898,0.0024909999992814846
8,N,New_N_009.wav,5-4,2,0.1564651618963737,126x4,4x212,5,0.09531748556651291,0.25300724747520753,0.005602800003543962,4,0.13584667054944413,0.17288834986899962,0.0022470999974757433
9,N,New_N_010.wav,5-4,2,0.1677624187880441,126x4,4x212,5,0.10365546923948546,0.21600776516510556,0.005478300001414027,4,0.15146168632418916,0.1770248709338521,0.0025652000040281564
10,N,New_N_011.wav,5-4,2,0.15916985750696924,126x4,4x212,5,0.08703949904484028,0.39719991576364927,0.005519600003026426,4,0.17682349311434764,0.28540638156963133,0.0026184000016655773
11,N,New_N_012.wav,5-4,2,0.17938893316330165,126x4,4x212,5,0.09529940741401305,0.2484459561779845,0.0054030999963288195,4,0.26511380531858453,0.15064701319692728,0.0026230000003124587
12,N,New_N_013.wav,5-4,2,0.16598552044797257,126x4,4x212,5,0.10156822092293963,0.38410264476875894,0.006006700001307763,4,0.24825899546094957,0.18483593946278873,0.0023671999952057377
13,N,New_N_014.wav,5-4,2,0.2176623632423943,126x4,4x212,5,0.10844882133745289,0.24289105530843677,0.005747099996369798,4,0.23431139169120457,0.17428715655861027,0.002086200001940597
14,N,New_N_015.wav,5-4,2,0.18180977129844253,126x4,4x212,5,0.11080125765939913,0.3449829103334841,0.005475400001159869,4,0.26222705703512444,0.19165608688553246,0.002391000001807697
15,N,New_N_016.wav,5-4,2,0.134007235113675,126x4,4x212,5,0.08699231887873116,0.33382132918713353,0.005122899994603358,4,0.12483218199261212,0.21562390459060424,0.002021000000240747
16,N,New_N_017.wav,5-4,2,0.1805440854816622,126x4,4x212,5,0.09151685847101272,0.3599256076664816,0.00532750000274973,4,0.2553396257863324,0.17076703921348838,0.0026743999987957068
17,N,New_N_018.wav,5-4,2,0.14831430341913915,126x4,4x212,5,0.09552177602658421,0.2831675680161255,0.005135900006280281,4,0.11677933064739511,0.16252466599727056,0.0023832000006223097
18,N,New_N_019.wav,5-4,2,0.17351276561590673,126x4,4x212,5,0.11031388307137278,0.349941219063707,0.005164300004253164,4,0.23635595638898185,0.19123198786477136,0.002147200000763405
19,N,New_N_020.wav,5-4,2,0.1313575103337291,126x4,4x212,5,0.08222718655014774,0.4274323682098049,0.00519450000138022,4,0.12154244726964518,0.3348790362040162,0.0029387999966274947
20,N,New_N_021.wav,5-4,2,0.16811822601493534,126x4,4x212,5,0.09194469101399595,0.376714066513322,0.005138599997735582,4,0.26378426204679717,0.2630470581681407,0.0020179999992251396
21,N,New_N_022.wav,5-4,2,0.18577863771875677,126x4,4x212,5,0.08877424329128031,0.31027074219976974,0.005428099997516256,4,0.3006862551125735,0.10225937353151171,0.0021674000017810613
22,N,New_N_023.wav,5-4,2,0.2031827264810608,126x4,4x212,5,0.09992089242203574,0.2158805065821558,0.005336000001989305,4,0.29189020310671254,0.16066208273396432,0.0027438000033725984
23,N,New_N_024.wav,5-4,2,0.15461672826772976,126x4,4x212,5,0.11232200578828182,0.34665239308685497,0.006202300006407313,4,0.1286649721747522,0.2651661931284967,0.0021742999961134046
24,N,New_N_025.wav,5-4,2,0.18000960654331974,126x4,4x212,5,0.1130105342707507,0.3044316623698738,0.005878600000869483,4,0.2415188508077751,0.2652664690092851,0.0021407000022009015
25,N,New_N_026.wav,5-4,2,0.1860909939808959,126x4,4x212,5,0.0945647408309476,0.2754515839208738,0.005801099992822856,4,0.2997836443288988,0.1550134759646188,0.0024110000013024546
26,N,New_N_027.wav,5-4,2,0.16977409370455415,126x4,4x212,5,0.09996822168597765,0.2672994910295516,0.005436199993710034,4,0.1815271789641231,0.1833373253758136,0.0028124000018578954
27,N,New_N_028.wav,5-4,2,0.16567438454831368,126x4,4x212,5,0.09651746961114852,0.22555149124000526,0.005722100002458319,4,0.24835160670352585,0.1641667989019893,0.0021976999996695668
28,N,New_N_029.wav,5-4,2,0.2076577317307207,126x4,4x212,5,0.10217167146046666,0.2892373474452349,0.005580900004133582,4,0.33993910291421275,0.16983807504904216,0.0021287999988999218
29,N,New_N_030.wav,5-4,2,0.19670803268462853,126x4,4x212,5,0.103922514472676,0.2208665348371756,0.005389800004195422,4,0.3167899270807866,0.2140943980945815,0.0026405000025988556
30,N,New_N_031.wav,5-4,2,0.15968308988525814,126x4,4x212,5,0.10398942325358529,0.34404163138252236,0.0057549999983166344,4,0.16012998828980338,0.2164158595291917,0.002069999995001126
31,N,New_N_032.wav,5-4,2,0.1680490049235902,126x4,4x212,5,0.09560126113225088,0.30623530271500454,0.005163800000445917,4,0.18830833925236992,0.2618837702042094,0.00226719999773195
32,N,New_N_033.wav,5-4,2,0.1935923458062391,126x4,4x212,5,0.09715189257236762,0.24973233099233055,0.005354699998861179,4,0.2690011652349958,0.19058260881350875,0.002040899998974055
33,N,New_N_034.wav,5-4,2,0.17432593041946384,126x4,4x212,5,0.09248274038017987,0.29183381317575996,0.005060700001195073,4,0.221496698189503,0.1959500481604506,0.0021058999991510063
34,N,New_N_035.wav,5-4,2,0.2010462986881909,126x4,4x212,5,0.11336023826112955,0.2746407816111784,0.005505799999809824,4,0.2163319626281748,0.14715482192695709,0.0024783000044408254
35,N,New_N_036.wav,5-4,2,0.1526292517597979,126x4,4x212,5,0.09388442743924034,0.24859636659214254,0.005186599999433383,4,0.16778216559065223,0.17320335765606445,0.0020586000027833506
36,N,New_N_037.wav,5-4,2,0.1621755967667783,126x4,4x212,5,0.06741964291782328,0.22855274787044344,0.006044599998858757,4,0.25929561089513403,0.2114100681406563,0.002824200004397426
