base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_0db,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862500000000001,0.9460084118428149,0.965625,200
SNR_0db,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9799999999999999,0.923098135051308,0.95,200
SNR_0db,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9121302943089968,0.94375,200
SNR_0db,DeepONMF_H3,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.9887500000000001,0.9553924844398619,0.971875,200
SNR_0db,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862500000000001,0.9463124274099883,0.965625,200
