,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,2,3
real_AS,0,36,2,1,1
real_MR,3,3,34,0,0
real_MS,0,0,0,37,3
real_MVP,1,1,3,0,35
